"model","log_marginal","post_prob"
"int12_3",-2.98963562787623,0.506017790828477
"null",-3.29388242625529,0.373278589660214
"x1",-4.84274053090715,0.0793181456570557
"int12_4",-5.49404504858623,0.0413537210980212
"x2",-12.8259227531658,2.70595497080108e-05
"main",-15.2770153361201,2.33251573371807e-06
"int12",-15.9974676779444,1.13484384199615e-06
"int13_2",-16.7080329904946,5.57624068938196e-07
"int23_1",-16.7929310707872,5.12236761758141e-07
"x3",-18.753972225593,7.2077778193965e-08
"x4",-18.8261169341148,6.70608945258167e-08
"int24_1",-20.5757532484495,1.16576750515008e-08
"int14_2",-21.3853826313818,5.18793316038628e-09
"int24",-30.467771160876,5.8960770639538e-13
"int34",-30.9117930282481,3.78204685072971e-13
"int14",-31.1372719994706,3.01857959135164e-13
"int23",-31.1451205566631,2.9949808260582e-13
"int13",-31.2574044971257,2.67688522491365e-13
"int34_1",-49.2832594020859,3.97283413571867e-21
"int13_4",-49.747634746054,2.49703588920661e-21
"int14_3",-49.7629782464848,2.4590150502564e-21
"int23_4",-59.7449927990074,1.13665154969157e-25
"int24_3",-59.7521836141914,1.12850741504559e-25
"int34_2",-59.7716152823145,1.10679031654908e-25
"int124_3",-62.6641903644808,6.13530212857585e-27
"int123_4",-63.3407450248467,3.11897575196021e-27
"int234_1",-72.9180284578623,2.16097952404258e-31
"int134_2",-76.6455020660964,5.19791809987242e-33
"full",-167.414019419369,1.97498233400472e-72
