"model","log_marginal","post_prob"
"int12_3",8.12414233349853,0.999887390087248
"null",-1.05026461537238,0.000103647010150854
"x1",-3.82890193986407,6.43887392427441e-06
"int12_4",-5.36465885809261,1.38624236238929e-06
"int12",-5.56580018047475,1.13366463783631e-06
"x2",-11.4983528488868,3.00614353083812e-09
"main",-13.2855260412618,5.03327033538799e-10
"int13_2",-13.7631167553124,3.12201686753288e-10
"int23_1",-14.4350330485337,1.59450434372141e-10
"x3",-14.6597619787567,1.27358276235267e-10
"x4",-16.9319693846253,1.31286489037118e-11
"int14_2",-22.7186938582571,4.02788930825818e-14
"int24_1",-23.1350227106704,2.65624545198175e-14
"int13",-28.6357538178723,1.08475344363535e-16
"int24",-29.1014875263038,6.80871973603808e-17
"int23",-29.1047782537849,6.78635091991643e-17
"int14",-29.1131487039172,6.72978318693676e-17
"int34",-29.1476414269294,6.50161237749966e-17
"int13_4",-45.9121736906349,3.40625549101762e-24
"int34_1",-45.9486001118601,3.28441045555023e-24
"int14_3",-46.3530701988487,2.19178675983423e-24
"int124_3",-52.5598825187284,4.41788043887702e-27
"int123_4",-52.9306324994409,3.04929391837399e-27
"int24_3",-55.1704831772297,3.24671747046584e-28
"int34_2",-55.3674945434191,2.66614367169295e-28
"int23_4",-55.5815775060419,2.15232821737849e-28
"int134_2",-75.4417843969952,5.10187997335462e-37
"int234_1",-76.5493705046816,1.68543381281665e-37
"full",-161.00004123014,3.55018850354458e-74
