"model","log_marginal","post_prob"
"int12_3",9.31203836579604,0.998583164557223
"x1",2.66233966544755,0.00129257808374408
"int12_4",-0.0186680269428052,8.85339704381432e-05
"main",-1.00020812646255,3.31766470265049e-05
"int12",-4.23284939776997,1.30892338302614e-06
"int23_1",-4.91219159189296,6.63559177139759e-07
"int13_2",-5.08010965356246,5.60988259493552e-07
"int14_2",-9.64267546694316,5.85405254476999e-09
"int24_1",-10.0508909709772,3.89198246948388e-09
"null",-10.1571659661267,3.49958246239513e-09
"int14",-16.5209521989412,6.02919022748218e-12
"int34",-16.6449134796397,5.32627132931806e-12
"int23",-16.7224399868482,4.92894477312143e-12
"int13",-16.814554418775,4.49520148538725e-12
"int24",-16.9418120814339,3.9580553388277e-12
"x2",-19.2949095397644,3.76309013112971e-13
"x4",-22.6369556749207,1.33079887671815e-14
"x3",-23.8663822060977,3.89205767437973e-15
"int14_3",-31.6581402306434,1.60791006159746e-18
"int34_1",-33.0741260268698,3.90217673306201e-19
"int13_4",-33.2822786007395,3.16889187410479e-19
"int123_4",-49.0274428717678,4.6011825207112e-26
"int124_3",-50.9147537000292,6.96980749222304e-27
"int34_2",-61.978162300794,1.09255542189279e-31
"int24_3",-62.1853149697378,8.88133425956455e-32
"int134_2",-62.3001528545205,7.91780416419797e-32
"int23_4",-63.1029454319177,3.54777745351817e-32
"int234_1",-63.7347006225586,1.88620362947474e-32
"full",-156.05502144746,1.51838769089525e-72
