"model","log_marginal","post_prob"
"int12_3",-9.09001086076097,0.847259915752695
"int12_4",-10.8545471108973,0.145106980036188
"null",-13.8053458206925,0.00758879300162302
"x1",-19.0095232573755,4.16895457627903e-05
"int12",-21.7924095355736,2.57890300858563e-06
"x2",-25.9437412236041,4.06007974887727e-08
"x3",-29.3852672331093,1.2998666723669e-09
"x4",-29.7982855159838,8.60057025351779e-10
"int14_2",-44.3536847557659,4.10390856358413e-16
"main",-44.3959604502617,3.93402916414501e-16
"int23_1",-44.4089376617845,3.88330626826294e-16
"int13_2",-44.4669602500012,3.66439898275401e-16
"int24_1",-45.1541138155003,1.84321396512784e-16
"int34",-59.154869459628,1.53152762024415e-22
"int14",-59.3845622852727,1.21722400002305e-22
"int24",-60.274525746315,4.99878302696134e-23
"int23",-60.2801936386625,4.97053060437501e-23
"int13",-60.3376670950074,4.69291131579203e-23
"int13_4",-64.5735363376987,6.78934236083437e-25
"int34_1",-64.6587139887925,6.23498661084858e-25
"int14_3",-64.8311477375893,5.24745230150272e-25
"int124_3",-65.5628654797168,2.5244543510671e-25
"int123_4",-67.239706373072,4.71981281242357e-26
"int34_2",-72.8662997652639,1.69952012911348e-28
"int23_4",-73.04214027836,1.4254754698589e-28
"int24_3",-73.6637177852453,7.65617879330225e-29
"int134_2",-104.898821400977,2.0834300550481e-42
"int234_1",-106.589561843529,3.84148976449957e-43
"full",-170.677982525074,5.63965093792752e-71
