"model","log_marginal","post_prob"
"int12_3",11.7649216206523,0.999938636401773
"int12_4",2.06432988469138,6.12434837813654e-05
"int12",-4.16985558377067,1.20112315439959e-07
"null",-15.1101146903159,2.12957715126219e-12
"int14_3",-24.7521562297604,1.38295466507416e-16
"x3",-26.5749969179034,2.23438646228783e-17
"x1",-27.9964818016249,5.39281162461093e-18
"x2",-28.1009300013156,4.85796043594808e-18
"int14_2",-28.4826521765336,3.31645523167241e-18
"x4",-29.1311686076623,1.73391191805228e-18
"int14",-29.4795571451158,1.22383765763641e-18
"int24_1",-30.3628659548301,5.05950081830183e-19
"int24",-39.4279121357903,5.85070412319151e-23
"int123_4",-45.349621033879,1.56834873517867e-25
"int13_2",-47.1593974814713,2.56724143347141e-26
"int124_3",-48.0012682861249,1.10623365886885e-26
"int23_1",-53.8464434972064,3.20124953567791e-29
"int24_3",-53.9224838472959,2.9668502358192e-29
"main",-56.0605465900173,3.49741181554259e-30
"int13",-61.0463749809603,2.39017123235963e-32
"int13_4",-61.4634423527847,1.5750667256802e-32
"int23_4",-65.3944842031544,3.09078768452341e-34
"int23",-65.9183152533986,1.83051055961275e-34
"int34_1",-66.5873957589154,9.37549630582167e-35
"int34_2",-69.3547003298409,5.89073060644028e-36
"int134_2",-69.9025768483016,3.40588055745558e-36
"int34",-71.1367263193955,9.91391311063958e-37
"int234_1",-79.4334613555948,2.4718315103617e-40
"full",-146.364703218247,2.11421843983012e-69
