"model","log_marginal","post_prob"
"x1",-1.86471638842983,0.995836475042426
"null",-7.34193842216037,0.0041635206593246
"x3",-21.7171347160703,2.37898825115661e-09
"x4",-22.9205727667543,7.14078229199467e-10
"x2",-22.9952814283081,6.62674460295902e-10
"int12_3",-23.2064238651559,5.36540164199465e-10
"int12_4",-27.7051624909353,5.96794589412143e-12
"int12",-38.3606675172761,1.40668819321666e-16
"main",-43.1760587639285,1.13998725421757e-18
"int13_2",-43.3560482550077,9.52207401456085e-19
"int23_1",-43.393614463967,9.17100131339481e-19
"int34_1",-45.2263361147907,1.46715451962472e-19
"int24_1",-45.6112566518206,9.98405559408129e-20
"int14_2",-46.0549193937732,6.40658673184132e-20
"int13_4",-46.4132866869205,4.47702760334308e-20
"int14_3",-46.6376092568203,3.57740177207369e-20
"int34",-57.3469699794896,7.99008595250417e-25
"int24",-58.1875501692599,3.44740346023216e-25
"int23",-58.5186130887162,2.47578720482143e-25
"int13",-58.7125271567397,2.03937694070018e-25
"int14",-59.0731738961402,1.42190511196635e-25
"int24_3",-67.8001808824592,2.30557703627767e-29
"int23_4",-68.1242981901215,1.66731355018587e-29
"int34_2",-68.7639898395825,8.7943293533296e-30
"int123_4",-83.5568925726369,3.30922805777858e-36
"int124_3",-84.8930197137164,8.69869399549685e-37
"int234_1",-103.719421643791,5.79764449093407e-45
"int134_2",-104.414326273469,2.89373218693754e-45
"full",-186.122053883691,9.46766984754604e-81
