"model","log_marginal","post_prob"
"int12_3",3.70670546901354,0.999996204011931
"x1",-8.81001512882007,3.66484544579907e-06
"int12",-12.2328836684972,1.19542613178252e-07
"int12_4",-15.1078178742297,6.74457648158198e-09
"null",-15.436523949722,4.85511419323611e-09
"x3",-25.2299478914696,2.71000113156772e-13
"main",-28.1088931993765,1.52285800761014e-14
"int13_2",-28.1238263005044,1.50028596969897e-14
"int23_1",-28.1359667294985,1.48218197192459e-14
"x2",-29.6795157264277,3.16626102218006e-15
"x4",-31.4669835521917,5.29979780963114e-16
"int14_2",-39.0104047318123,2.80668134691775e-19
"int24_1",-41.0889402198285,3.51153187903986e-20
"int14",-43.1860368685293,4.31259934811797e-21
"int24",-43.6778091123824,2.63733404496898e-21
"int34",-43.96000469771,1.98888263313832e-21
"int13",-44.0284840150902,1.85724400801258e-21
"int23",-44.0507249025859,1.81639321582883e-21
"int13_4",-45.231461375371,5.57728113295776e-22
"int14_3",-45.5735179806896,3.96158738669192e-22
"int34_1",-45.8034053831699,3.14796873149681e-22
"int124_3",-57.6326613592045,2.29429793635144e-27
"int123_4",-58.2278898774139,1.26515971157113e-27
"int34_2",-69.8601570912283,1.12283486804754e-32
"int23_4",-69.9713024535988,1.00472237262307e-32
"int24_3",-70.7399654322366,4.65821986323563e-33
"int134_2",-86.4195848824776,7.22183858591588e-40
"int234_1",-90.3571400625714,1.40795667290185e-41
"full",-155.922124851639,4.72148039266208e-70
