"model","log_marginal","post_prob"
"null",-10.1205111699645,0.98401125504259
"x2",-14.4792493397106,0.0125899536340851
"x1",-16.4074477471505,0.00183070430302398
"x3",-16.8454331536495,0.00118141792842716
"x4",-17.9635602626027,0.000386195424093046
"int12_3",-25.2720374517466,2.58687717740318e-07
"int12_4",-25.7228342145711,1.64815200356673e-07
"int13_2",-28.1730414262602,1.42195479865419e-08
"main",-28.3348558709653,1.20951336255688e-08
"int14_2",-28.3905557536043,1.14398549807417e-08
"int23_1",-28.8700412792767,7.0824350606271e-09
"int24_1",-29.1960680462267,5.11200153188796e-09
"int12",-32.8268876984794,1.35439716340836e-10
"int34",-33.9776453703273,4.28527136297928e-11
"int34_2",-35.0581264672732,1.45455902877681e-11
"int14",-35.9569768983215,5.92059791900481e-12
"int13",-36.0665604463294,5.30608298598083e-12
"int23_4",-36.637522978241,2.99783800453197e-12
"int23",-36.7527453698148,2.671577099851e-12
"int24_3",-36.7672242791288,2.63317426377864e-12
"int24",-36.8667253752234,2.38378358439761e-12
"int13_4",-38.3884064180949,5.20486110529005e-13
"int14_3",-38.7547378605407,3.60838958473717e-13
"int34_1",-39.0940621694654,2.57008061335099e-13
"int123_4",-55.3331670469004,2.27715769208097e-20
"int134_2",-55.368567516728,2.19795541004852e-20
"int124_3",-57.5124066483591,2.57609202227386e-21
"int234_1",-58.5623592782308,9.01514547626069e-22
"full",-107.919917484958,3.30565533575436e-43
