"model","log_marginal","post_prob"
"int12_3",-4.80494136276353,0.769489584807348
"int12_4",-6.15158172535228,0.200153997064795
"null",-8.55925266847672,0.0180188082016723
"x2",-8.95765716682828,0.0120976547815352
"int12",-13.3319789766175,0.000152390313771412
"x3",-14.0898443271768,7.14201278831036e-05
"x1",-16.0153761212275,1.04129262048357e-05
"x4",-16.6697349757281,5.4123808768575e-06
"int24_1",-19.784641993712,2.40215718131941e-07
"int13_2",-21.1649562121302,6.04141365726612e-08
"int14_2",-23.0104703833373,9.54205580627079e-09
"int23_1",-23.7100107198525,4.74062327201743e-09
"main",-24.0299152645317,3.44272763509121e-09
"int24",-25.9595824257909,4.99872063206106e-10
"int24_3",-26.9060414824247,1.94006785539493e-10
"int14",-27.009328345603,1.74968555038023e-10
"int34_2",-27.2670812801159,1.35213273797906e-10
"int13",-29.4110139608171,1.58460563250865e-11
"int23_4",-29.7571279131164,1.12100052427349e-11
"int34",-30.2543680283669,6.81800283493476e-12
"int23",-31.7987411452601,1.45527294285826e-12
"int13_4",-32.5449693068213,6.90020005083002e-13
"int14_3",-32.8286436782654,5.1959321084909e-13
"int34_1",-35.5873986893281,3.29269413122272e-14
"int123_4",-36.2745329810122,1.65627618901016e-14
"int124_3",-38.1081235709689,2.64736902454176e-15
"int234_1",-47.0683988118409,3.39951052152687e-19
"int134_2",-48.7740152996048,6.17556306042577e-20
"full",-91.0305824848865,2.74715148400194e-38
