"model","log_marginal","post_prob"
"int12_3",-0.910966206822721,0.92517304163525
"int12_4",-3.45565227807957,0.0726239473537038
"x1",-7.20406525775121,0.00171066424272381
"int12",-9.03349108573812,0.000274571360380676
"null",-9.47656627986091,0.000176290992815372
"int13_2",-12.0270648411185,1.37582333877018e-05
"main",-12.4176323958643,9.3098211631931e-06
"int23_1",-12.6740600440362,7.20404183021751e-06
"int14_2",-12.9102344492367,5.68862080013713e-06
"int24_1",-13.003458348307,5.18227386252906e-06
"x3",-16.190985461608,2.13892188331838e-07
"x4",-17.3342569099529,6.81833668237367e-08
"x2",-17.8670749491129,4.00201312087149e-08
"int34",-19.444534127195,8.26412146375449e-09
"int13",-20.2183610290888,3.81178097624756e-09
"int24",-20.5424633113863,2.75658955023773e-09
"int14",-20.6098346508672,2.57699220279387e-09
"int23",-20.9053777017428,1.91761045279112e-09
"int13_4",-28.6072601182371,8.66713087640273e-13
"int34_1",-29.8766703868106,2.43544025242055e-13
"int14_3",-30.1881372213677,1.78364800388395e-13
"int123_4",-33.2945539933471,7.98379706885751e-15
"int124_3",-33.7042581576878,5.30001662379469e-15
"int24_3",-38.5440640115398,4.191565489172e-17
"int34_2",-39.6720697304137,1.3567180304882e-17
"int23_4",-40.6635952203474,5.0335634539766e-18
"int134_2",-43.2623004546882,3.74345144489402e-19
"int234_1",-43.6243253221708,2.606434419683e-19
"full",-87.6666353427924,1.94408204793721e-38
