"model","log_marginal","post_prob"
"null",36.0907878774584,0.629108092411015
"x1",34.9184220989092,0.194792971783488
"x2",34.0731091166624,0.0836485697425858
"x4",33.8411826558871,0.0663336870460895
"int12_4",32.66533183363,0.0204676797846428
"int12_3",30.998632026226,0.00386571724316789
"int14_2",30.0782156896783,0.00153992067011517
"x3",28.0193574122117,0.000196493215442275
"int24_1",25.5445026923288,1.65398593150547e-05
"main",25.1541438907462,1.1194408160464e-05
"int13_2",24.8147663164523,7.97280844636936e-06
"int23_1",24.5799490727372,6.30422197828792e-06
"int12",24.2087532012727,4.34933818768074e-06
"int14",21.7736857779395,3.80966539491032e-07
"int14_3",20.4734411805654,1.0380010175581e-07
"int34",17.7357196732573,6.71769737797739e-09
"int13",17.436751064065,4.98172807838962e-09
"int24",17.2188885302984,4.00648500984792e-09
"int23",17.0953891696222,3.54102042088131e-09
"int34_1",16.3851239041921,1.74046039780124e-09
"int13_4",16.2830426312384,1.57155944225565e-09
"int34_2",13.0952253034551,6.48454244846684e-11
"int23_4",12.6064460709878,3.97745444284513e-11
"int24_3",12.5380560623646,3.71452949033249e-11
"int124_3",4.12595320896591,8.25228009573491e-15
"int134_2",0.762417102230877,2.85633268392525e-16
"int123_4",0.359103287799616,1.90832273917037e-16
"int234_1",-4.59538091368276,1.34569511507842e-18
"full",-47.3401394613506,3.67395564098759e-37
