"model","log_marginal","post_prob"
"null",-10.1759062485723,0.990450709554233
"x1",-15.1284293587264,0.00699808815859267
"x4",-16.5333404050971,0.0017172530413684
"x3",-17.4211776625001,0.000706726656563686
"x2",-19.1585768158666,0.000124367987675657
"int12_3",-22.9535222610616,2.79630630131258e-06
"int12_4",-26.8833923953227,5.49368592936446e-08
"int12",-30.4224723939161,1.59536813352713e-09
"main",-31.0535999206442,8.48722490511173e-10
"int13_2",-31.5540224957369,5.14558726432386e-10
"int23_1",-32.080083643288,3.04067143542535e-10
"int14_2",-33.7196703446599,5.90073399773122e-11
"int24_1",-34.5029120726474,2.69617747956216e-11
"int34_1",-36.622826631688,3.23654225773992e-12
"int14_3",-36.8602570951241,2.5525046482143e-12
"int13_4",-37.208615982728,1.80167394914746e-12
"int14",-38.2997208457594,6.05083594035622e-13
"int34",-38.4865388157929,5.01974163086582e-13
"int13",-39.059352957739,2.83081405568853e-13
"int24",-39.2037861437352,2.45010562649355e-13
"int23",-39.5762610006767,1.68818886968809e-13
"int24_3",-39.6018104619653,1.64560289444021e-13
"int34_2",-39.9218812365949,1.19486838784331e-13
"int23_4",-40.968262699708,4.19645312100193e-14
"int124_3",-54.7426014915894,4.37283456009866e-20
"int123_4",-55.1204219536256,2.99693763072689e-20
"int134_2",-59.2468201510372,4.83733024431711e-22
"int234_1",-61.5139331705016,5.0120000131417e-23
"full",-106.696655177221,1.19509992343334e-42
