"model","log_marginal","post_prob"
"int12_3",431.400332437239,0.999872273686052
"int12",422.434839413878,0.000127726313647511
"int12_4",402.567882249604,3.00725675706948e-13
"int124_3",395.109729414706,1.73434657893788e-16
"int123_4",394.544839142957,9.85841644878339e-17
"main",340.525279667886,3.41515614732257e-40
"int13_2",338.423243225763,4.17357034284474e-41
"int23_1",337.60921605882,1.84918444225303e-41
"int14",336.713286840782,7.54889031883696e-42
"full",336.180140884205,4.42935784799458e-42
"int24",332.839759250224,1.56903075820253e-43
"int34",332.185567110407,8.15679262001392e-44
"int13",331.75187038678,5.28648892805429e-44
"int23",331.275788255572,3.28403278764915e-44
"int14_2",320.687698610034,8.28053843804044e-49
"int24_1",316.12244565032,8.61776026877204e-51
"int134_2",311.961178132795,1.3433181664921e-52
"int234_1",306.771850447445,7.49001193066111e-55
"int14_3",256.202135500286,8.172112873757e-77
"int13_4",250.263672905684,2.15423372548917e-79
"int34_1",249.172362108403,7.2334013583583e-80
"x1",244.15629241182,4.79613250790193e-82
"x2",171.942508029627,2.08373793753959e-113
"x3",168.288937646839,5.39656785688337e-115
"int23_4",167.294756011284,1.99687115662793e-115
"int34_2",166.617337887564,1.01426418647902e-115
"int24_3",166.081675287991,5.93629916842834e-116
"null",156.564570383718,4.36807046885838e-120
"x4",152.47458798809,7.31194389890168e-122
