"id","alpha_true"
1,0.710726370214116
2,1.17266060403967
3,1.16821138365128
4,-0.780395269763358
5,-0.209340363815359
6,-0.589893612338883
7,0.138169224024427
8,-0.673567167890341
9,1.47683969587804
10,0.626891475451945
11,-0.469466706773917
12,-0.792958336104384
13,1.35403927746085
14,0.090000383375207
15,0.530839572464031
16,-0.301004493811881
17,-0.365484083382585
18,-0.481183828762519
19,-0.465890046044705
20,0.88718561162038
21,-0.286717013831783
22,0.353896615183913
23,0.0828642775039414
24,0.89668694306403
25,0.970222452767968
26,0.0107895668304687
27,0.512356297019255
28,0.820450882644558
29,0.538959280089486
30,-0.150390809074034
31,-1.6498994100003
32,0.178632774898106
33,0.331848582394223
34,-1.2780611506476
35,-2.2200441011646
36,0.916373276055264
37,0.446761345570082
38,0.824594426139156
39,-1.24071133366852
40,0.0631519622797087
41,0.404217504931338
42,-1.25599525015112
43,0.898095333742437
44,0.98961164421028
45,0.481248024094177
46,0.406019425691445
47,-0.612138564941384
48,-1.01160493831169
49,-0.385607511599099
50,0.22661370484871
