"model","log_marginal","post_prob"
"int12_3",343.009774153651,0.999924849463924
"int12",333.51383199854,7.51505360690206e-05
"int123_4",309.833037937611,3.9038569481927e-15
"int12_4",309.650291982218,3.2518337569109e-15
"int124_3",305.864895776937,7.38161943978104e-17
"full",246.860282944327,1.74893589512911e-42
"int24",215.79065474034,5.6157246782629e-56
"int24_1",211.064914748482,4.97786375988247e-58
"int14",208.649264485303,4.44569256705563e-59
"main",203.334296600862,2.18614116929757e-61
"int13_2",202.349847271087,8.16840554183306e-62
"int23_1",202.181889035359,6.90548134442712e-62
"int14_2",200.797642745668,1.72990968905411e-62
"int34",194.480021418362,3.12115509469444e-65
"int13",193.796290744814,1.5753421431246e-65
"int23",193.645572553546,1.3549360953933e-65
"int234_1",189.110278144578,1.45299954024141e-67
"int134_2",181.476765175537,7.03190373764299e-71
"x1",132.069679454081,2.45385118470909e-92
"int14_3",119.731501254502,1.07509170822082e-97
"int34_1",115.938778361644,2.42262887136982e-99
"int13_4",115.077928550761,1.02429385186306e-99
"int24_3",110.249221061958,8.19112491211531e-102
"x2",102.721328642866,4.40576583547317e-105
"null",102.092450100981,2.34910771038589e-105
"x3",98.4316685588906,6.04012195061834e-107
"x4",95.6609507324124,3.78214560421382e-108
"int34_2",84.6085174530707,5.99414796666866e-113
"int23_4",83.1876412536257,1.44760064017884e-113
