"model","log_marginal","post_prob"
"int12_3",427.280467359256,0.999070844514321
"int12",420.300162482375,0.000929155485666475
"int12_4",395.072589023375,1.02776174912185e-14
"int124_3",393.573207783527,2.29466584536423e-15
"int123_4",391.227891553475,2.19867761314329e-16
"full",329.951795655648,5.37392045208641e-43
"int13_2",329.262126489549,2.69632178294235e-43
"main",329.150037761729,2.41041712586761e-43
"int23_1",328.633248792707,1.4376514501653e-43
"int14",321.286723850035,9.27039764057561e-47
"int34",320.725915126974,5.2910544293152e-47
"int13",320.16718636855,3.02614276166424e-47
"int24",319.648124847813,1.80079326726923e-47
"int23",319.523104789346,1.58916260407388e-47
"int14_2",306.41146885953,3.21260405879719e-53
"int24_1",305.525788770559,1.32498581347417e-53
"int134_2",295.371406918289,5.15488786863071e-58
"int234_1",292.799144468458,3.93640554398802e-59
"x1",236.645252240512,1.6135198136339e-83
"int34_1",223.583990600696,3.43036589526272e-89
"int14_3",222.567797787311,1.24169094638338e-89
"int13_4",221.81868939216,5.87056461026691e-90
"x2",211.572944977356,2.08453700808961e-94
"int34_2",209.494779557032,2.60899853540484e-95
"int24_3",205.59384429566,5.27617482079832e-97
"int23_4",205.441992822559,4.53284553770327e-97
"x3",204.599733804356,1.95246148804348e-97
"null",198.114162613006,2.97806858852041e-100
"x4",189.404573432775,4.91369476842187e-104
