"model","log_marginal","post_prob"
"int12_3",374.836388525793,0.999858236442571
"int12",365.975180322705,0.000141763557428627
"int123_4",339.421287416164,4.16251144423691e-16
"int124_3",337.403592480146,5.53454169598489e-17
"int12_4",322.215056218979,1.40211674916282e-23
"full",281.301319011664,2.38876745811804e-41
"main",279.407989234655,3.59675784477475e-42
"int23_1",279.176799119877,2.85434594623743e-42
"int13_2",279.026095992641,2.4550315168656e-42
"int34",270.716988659439,6.04585333433243e-46
"int14",270.387285301291,4.34779699817954e-46
"int23",270.035391477942,3.05804387882799e-46
"int13",269.876394609076,2.60850846178505e-46
"int24",269.685839477618,2.1559327400976e-46
"int234_1",245.73311375374,8.53293818245373e-57
"int134_2",244.767818506652,3.24994641304861e-57
"int14_2",243.620036440292,1.03133743605854e-57
"int24_1",242.880588085139,4.92336962591178e-58
"x1",164.758657163796,5.81217828083744e-92
"int34_1",159.233881603156,2.31717795184599e-94
"int13_4",159.049596297389,1.92719338414819e-94
"int14_3",158.907010324113,1.67109444180859e-94
"x2",140.565716961087,1.80916632831279e-102
"x3",135.423751177655,1.05767229950103e-104
"int34_2",131.769573460255,2.73754906487724e-106
"int24_3",131.196915734023,1.5440445302048e-106
"int23_4",130.911671216005,1.1608596102204e-106
"null",128.518055486968,1.05985291380186e-107
"x4",119.452795022845,1.22532981658206e-111
