"model","log_marginal","post_prob"
"int12_3",343.911947583071,0.999916374072815
"int12",334.522874235109,8.36259250756939e-05
"int12_4",317.027116198031,2.10877266198493e-12
"int124_3",308.219881303557,3.15570390529142e-16
"int123_4",306.074264847373,3.69204393187067e-17
"full",245.556059586422,1.92550327026809e-43
"int13_2",228.119350443536,5.15083570196396e-51
"main",225.344072056907,3.21062518577683e-52
"int23_1",225.047631951378,2.38697189853024e-52
"int14",223.091627120692,3.37571055466759e-53
"int13",218.947966482993,5.3554534874017e-55
"int34",217.361620876336,1.09611244439352e-55
"int24",216.079424597557,3.04091541282197e-56
"int23",215.806305629161,2.31414346217349e-56
"int14_2",210.000368881696,6.96472522654167e-59
"int24_1",202.60176857688,4.26317049029668e-62
"int134_2",198.366773238798,6.17301873205884e-64
"int234_1",193.600420940187,5.25408497906829e-66
"x1",112.657919861852,3.69500919078702e-101
"int14_3",102.97410630465,2.30138210236418e-105
"int13_4",100.40621295878,1.76508986420553e-106
"int34_1",97.7222633143934,1.20543084681473e-107
"null",87.1618536588347,3.1247455681212e-112
"x3",85.4917293735885,5.88151081021848e-113
"x4",78.0119555610208,3.31943681942159e-116
"x2",54.7933305609153,2.73743422010813e-126
"int23_4",12.2661034246522,9.28974121641986e-145
"int24_3",12.1421618144469,8.20684929985891e-145
"int34_2",12.1217516768597,8.04104418489377e-145
