"id","alpha_true"
1,0.476420486980381
2,-0.158004008212007
3,-0.209971475672635
4,-0.223847625806817
5,-0.392466383863937
6,-0.192101668504194
7,-0.772318025361889
8,-0.14799414246354
9,-1.07537851268156
10,0.304915483024599
11,-1.15679323790993
12,-0.0981867215455789
13,-0.0669690594140458
14,-0.606591038038725
15,-0.196279768926671
16,-1.73937787531772
17,-0.692417374252289
18,0.10245774162298
19,-0.272241388829818
20,0.298417707624112
21,-1.22661662225853
22,-0.619049503248911
23,0.907841170748841
24,-1.49853087088729
25,-0.69122812700504
26,0.120034889577024
27,-0.435698646850234
28,-1.29681908376748
29,-0.831910419515435
30,-0.783170963711398
31,0.019720851211893
32,-0.885321103885447
33,-0.871537243488965
34,-1.28945419107195
35,0.541533782067351
36,-0.492200979604035
37,0.972792142177451
38,-0.424264651570769
39,0.560359028510314
40,-0.469415053231401
41,-0.108912171206515
42,0.452601329185901
43,0.766270207905576
44,0.432991884359697
45,0.248651714678595
46,0.23627576355189
47,0.789573698932332
48,0.208710762501333
49,-0.328920906743747
50,0.538298070628791
