"model","log_marginal","post_prob"
"int12_3",448.308005242915,0.999918566200045
"int12",438.892366541687,8.14337999497073e-05
"int123_4",415.460789475813,5.42750308240245e-15
"int124_3",410.925576220398,5.82079075613837e-17
"int12_4",392.569617521829,6.20998305109789e-25
"main",354.747019341081,2.3277950145111e-41
"int13_2",354.580717382754,1.97115470455628e-41
"int23_1",354.231346354349,1.38992319062781e-41
"full",352.452114754448,2.34574249356463e-42
"int34",345.862310091427,3.22377359121499e-45
"int13",345.604639717266,2.49149323117279e-45
"int23",345.397763294624,2.02588329259144e-45
"int14",345.345128525912,1.92200907198774e-45
"int24",345.322850936447,1.87966475879003e-45
"int234_1",319.269502267163,9.1044735150802e-57
"int134_2",318.495730151956,4.19961885594076e-57
"int14_2",316.080743150389,3.75313640098628e-58
"int24_1",315.929705271807,3.22700346051344e-58
"int13_4",228.541416277429,3.60203341977312e-96
"int34_1",227.198590145508,9.40515069890208e-97
"int14_3",226.892610685609,6.92596938729222e-97
"x1",224.073666534366,4.13265049615504e-98
"int24_3",199.07090311884,5.72356335253849e-109
"int34_2",198.374103170147,2.85134732010122e-109
"int23_4",198.122187515353,2.21638163423772e-109
"x2",196.462478812885,4.21543320095193e-110
"x3",174.336849586282,1.03705915558528e-119
"null",160.449944737965,9.65600281365311e-126
"x4",152.951848600418,5.35076165726805e-129
