"model","log_marginal","post_prob"
"int12_3",401.961538469675,0.999852874894535
"int12",393.137458330052,0.000147125105463868
"int123_4",367.770891333002,1.41620693100304e-15
"int124_3",364.946957686535,8.4082945227301e-17
"int12_4",356.211759055492,1.35225735355508e-20
"full",317.855225341745,2.97186046806821e-37
"int14",270.344398523355,6.90777999144846e-58
"int134_2",261.358395409721,8.64503847563266e-62
"int23_1",202.494487805506,2.35774414322015e-87
"int13_2",200.480892816207,3.14777355211895e-88
"main",200.245269276215,2.48698679223951e-88
"int34",190.108169060798,9.84434426164002e-93
"int23",186.337571377948,2.26796853833753e-94
"int24",184.313913132699,2.99759818055241e-95
"int13",184.294478327153,2.93990290702309e-95
"int14_2",168.166828977852,2.91194970235027e-102
"int24_1",168.092334170308,2.70290751249802e-102
"int234_1",143.284630679646,4.54969674990267e-113
"x1",107.487296422094,1.29240228077702e-128
"int34_1",88.0456913086147,4.65603134786281e-137
"int14_3",79.2970251452313,7.38785659625326e-141
"int13_4",78.4623117779812,3.20632135460732e-141
"x2",63.1654597097676,7.2890109690946e-148
"x3",59.1574892715391,1.3244304554009e-149
"null",55.8288017297948,4.74677370034585e-151
"int34_2",45.1680165272838,1.11295688706987e-155
"int24_3",40.295383491022,8.51766786389833e-158
"x4",39.6533215736754,4.48205058302509e-158
"int23_4",39.223594589854,2.91641078591415e-158
