"model","log_marginal","post_prob"
"int12_3",326.138169750079,0.99992152153654
"int12",316.685561909969,7.8478463459415e-05
"int124_3",290.889622941138,4.91718492688807e-16
"int123_4",289.716551121324,1.5214508369488e-16
"int12_4",269.734539827572,3.19286591938411e-25
"full",229.510388777973,1.08406130093972e-42
"int23_1",122.049531682487,2.31951178801957e-89
"int13_2",121.743347898609,1.70774355979275e-89
"main",120.59353663395,5.40836469023985e-90
"int14",114.438238423603,1.14776749561451e-92
"int24",109.41460371469,7.55295832395182e-95
"int23",106.674894122969,4.87838790901778e-96
"int13",106.260979569103,3.22489459150699e-96
"int34",104.543439787498,5.78891901941145e-97
"int14_2",94.544783618413,2.6316993525651e-101
"int24_1",88.1463891609543,4.3797454257012e-104
"int134_2",70.9735963982848,1.5254561635986e-111
"x1",67.0877790412089,3.13192025962381e-113
"int234_1",66.056333987063,1.1165027593999e-113
"int14_3",53.2647769552082,3.10854505850181e-119
"int34_1",45.1667551161489,9.45433458698548e-123
"int13_4",45.1524974674021,9.32049439577781e-123
"x3",25.7719791939553,3.56933086179722e-131
"null",17.3867825796689,8.1459583986223e-135
"x2",9.32388646727122,2.56608417293992e-138
"x4",1.20611792404998,7.65189169439357e-142
"int23_4",-9.77206526042607,1.30618422981529e-146
"int24_3",-10.2374572433407,8.20138625247714e-147
"int34_2",-11.7060752262836,1.88831559518261e-147
