"model","log_marginal","post_prob"
"int12_3",410.578511077108,0.999923946121434
"int12",401.094518593526,7.60538785657466e-05
"int124_3",373.952312183213,1.23996919583348e-16
"int123_4",372.870979154113,4.20527042260728e-17
"int12_4",364.898811818008,1.4505264275255e-20
"full",309.577439357937,1.36696959559814e-44
"int23_1",307.77063390327,2.24426024383329e-45
"int13_2",306.792366935276,8.43756769369694e-46
"main",306.568191213129,6.74309054037927e-46
"int23",298.49920738548,2.11127030857022e-49
"int24",298.496235123388,2.1050043764742e-49
"int34",298.332885546938,1.78776809895281e-49
"int13",297.484544667863,7.65387598081608e-50
"int14",297.346714109095,6.66841116175413e-50
"int24_1",276.522214767352,6.02638977075257e-59
"int14_2",275.34254231463,1.8523880923944e-59
"int234_1",273.299976739,2.40246473853131e-60
"int134_2",271.217766206031,2.9947769204065e-61
"x1",163.037908036726,3.12211590362577e-108
"int34_1",156.516496006177,4.59447362157477e-111
"int14_3",155.886210168587,2.44627964217128e-111
"int13_4",154.293351361524,4.97434967253653e-112
"x2",123.713289754733,2.60605932993363e-125
"int24_3",120.010937114261,6.42795720734772e-127
"int34_2",117.015251480788,3.21412850738982e-128
"int23_4",114.131329318687,1.79718073919842e-129
"x3",103.524881306089,4.44907688645338e-134
"null",100.265886074524,1.70964627918846e-135
"x4",95.7043176197354,1.78583880932003e-137
