"model","log_marginal","post_prob"
"int12_3",308.208225062559,0.999941372641306
"int12",298.463974593207,5.86273586935016e-05
"int124_3",272.022753094153,1.92674276457807e-16
"int123_4",271.525047461904,1.1713129020333e-16
"int12_4",261.243523392449,4.01295008823204e-21
"full",216.67834588609,1.77440634633309e-40
"int13_2",207.658103575931,2.14591058195815e-44
"main",207.618070660816,2.06170036228917e-44
"int23_1",206.863972916461,9.69895753928549e-45
"int24",198.909730066025,3.40597362357074e-48
"int34",198.691278248894,2.7375928735331e-48
"int13",198.587970011987,2.4688952516927e-48
"int14",198.119391870476,1.54526071325009e-48
"int23",197.807310569481,1.13101034239164e-48
"int24_1",182.280500730726,2.04295472338595e-55
"int14_2",181.541099321226,9.75305761374156e-56
"int234_1",173.01043488802,1.9245105641686e-59
"int134_2",172.894798516953,1.71435224911812e-59
"x1",112.193772610348,7.44696760168324e-86
"int13_4",25.2983511678602,1.36074713720214e-123
"int14_3",24.9096205206249,9.22473405007138e-124
"int34_1",22.8975468404462,1.23344945601033e-124
"x2",21.9050009021425,4.57155694359775e-125
"x3",16.766321421249,2.68141473077076e-127
"null",15.8862189607244,1.11209105818417e-127
"x4",0.76083403630912,3.00102172556876e-134
"int24_3",-1.89838835664875,2.10079428865715e-135
"int23_4",-5.30820437418902,6.9425536946156e-137
"int34_2",-5.32007226173573,6.86064723774327e-137
