"id","alpha_true"
1,0.58151788752855
2,-0.672630195061922
3,-0.809018086087291
4,0.61275924096592
5,0.439845127917165
6,-0.0872079996020778
7,0.0856506643921874
8,-0.00945938677423685
9,-0.0991110250903691
10,-0.603738337475703
11,-0.21308866070091
12,-0.265121498148073
13,0.0717342487854617
14,-0.163740284502571
15,0.351976011062715
16,0.0622880948480437
17,-0.234702064998084
18,-0.202614932512209
19,0.312742835632271
20,-0.218079641272212
21,-0.447943114961921
22,-0.360849355563114
23,0.342500713274408
24,-1.44745827743333
25,-0.581809075875625
26,-0.0561953844900614
27,-0.18875653879763
28,0.22249176619425
29,-0.732950435805531
30,0.497377973113896
31,0.427656305712479
32,-0.447310417992694
33,-0.00779991290817041
34,-0.705426113975019
35,-0.260171717030015
36,0.561869588284132
37,-0.262957892831363
38,0.321270329036871
39,0.763608113029246
40,-0.19898878566788
41,0.528488265779308
42,0.0931507014467571
43,-0.356593321873883
44,0.0923317846516209
45,-0.650463918169178
46,0.0601717030767698
47,0.166719485943238
48,0.68339679468367
49,0.151300674575141
50,0.867516584558315
