"model","log_marginal","post_prob","rep","n","tau_label","tau_sd","seed","true_model","chosen_model","correct"
"int12_3",340.040327430588,0.995450688848149,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"int12",334.652107668417,0.00454931115070411,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"int124_3",312.549582812838,1.14535749091839e-12,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"int123_4",305.907678174539,1.49416488901781e-15,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"int12_4",301.542095440304,1.89867239004136e-17,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"full",247.84925274988,9.11894795196749e-41,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"main",169.988490981596,1.39780163507316e-74,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"int13_2",162.822364090311,1.07953363615929e-77,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"int23_1",160.925569615497,1.61982763864476e-78,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"int24",159.828124071813,5.40572889125209e-79,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"int13",155.247328609751,5.53911101303044e-81,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"int23",154.176419728858,1.89823620151302e-81,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"int14",153.878741075912,1.40951614663345e-81,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"int34",153.86096644056,1.38468385733275e-81,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"int24_1",141.165133977484,4.24248824189639e-87,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"int14_2",137.785278822597,1.44466850179856e-88,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"int234_1",112.251916711076,1.17698230730471e-99,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"int134_2",106.945407664185,5.83690113378067e-102,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"x1",82.6180124743181,1.58828650974353e-112,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"int14_3",67.274899250382,3.44746161106222e-119,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"int34_1",66.6959522884123,1.93226179903353e-119,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"int13_4",65.86645844509,8.42987954471034e-120,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"x3",27.9672182081116,2.92678260879125e-136,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"x2",26.0076732252945,4.1244960562072e-137,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"null",22.5965676948794,1.36127724085235e-138,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"int24_3",17.0563972477639,5.34418064277163e-141,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"int23_4",11.5990732204098,2.27926813316505e-143,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"x4",11.1415300036704,1.44240402078858e-143,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"int34_2",9.92489002089769,4.27274420037099e-144,43,500,"medium",0.4472136,600243,"int12_3","int12_3",1
"int12_3",410.578511077108,0.999923946121434,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"int12",401.094518593526,7.60538785657466e-05,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"int124_3",373.952312183213,1.23996919583348e-16,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"int123_4",372.870979154113,4.20527042260728e-17,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"int12_4",364.898811818008,1.4505264275255e-20,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"full",309.577439357937,1.36696959559814e-44,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"int23_1",307.77063390327,2.24426024383329e-45,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"int13_2",306.792366935276,8.43756769369694e-46,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"main",306.568191213129,6.74309054037927e-46,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"int23",298.49920738548,2.11127030857022e-49,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"int24",298.496235123388,2.1050043764742e-49,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"int34",298.332885546938,1.78776809895281e-49,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"int13",297.484544667863,7.65387598081608e-50,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"int14",297.346714109095,6.66841116175413e-50,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"int24_1",276.522214767352,6.02638977075257e-59,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"int14_2",275.34254231463,1.8523880923944e-59,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"int234_1",273.299976739,2.40246473853131e-60,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"int134_2",271.217766206031,2.9947769204065e-61,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"x1",163.037908036726,3.12211590362577e-108,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"int34_1",156.516496006177,4.59447362157477e-111,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"int14_3",155.886210168587,2.44627964217128e-111,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"int13_4",154.293351361524,4.97434967253653e-112,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"x2",123.713289754733,2.60605932993363e-125,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"int24_3",120.010937114261,6.42795720734772e-127,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"int34_2",117.015251480788,3.21412850738982e-128,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"int23_4",114.131329318687,1.79718073919842e-129,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"x3",103.524881306089,4.44907688645338e-134,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"null",100.265886074524,1.70964627918846e-135,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
"x4",95.7043176197354,1.78583880932003e-137,44,500,"medium",0.4472136,600244,"int12_3","int12_3",1
