"model","log_marginal","post_prob"
"null",-11.3590242585488,0.999937871735101
"x2",-21.723143669083,3.15422847047306e-05
"x1",-22.0092547988239,2.36939060762617e-05
"int34_2",-23.8090734240753,3.91728676450555e-06
"x3",-24.1341534375094,2.83012038270489e-06
"x4",-27.1078163900577,1.44663676410123e-07
"int12_3",-37.873310761433,3.05467279716345e-12
"int12_4",-40.4187623431089,2.39601273217247e-13
"int23_1",-48.8250221705349,5.35422805109567e-17
"int13_2",-51.289896460171,4.55213949932272e-18
"main",-51.307087092229,4.47455412556562e-18
"int14_2",-52.5632209330898,1.27414181938967e-18
"int24_1",-53.1248139244373,7.26642897553624e-19
"int12",-53.5565230187026,4.71880635411642e-19
"int24_3",-63.4508430204964,2.38113257590353e-23
"int23",-63.4540450923549,2.37352021246247e-23
"int23_4",-63.6335274574769,1.98355722235619e-23
"int14",-64.5958699699739,7.57712916840012e-24
"int24",-65.0329171403823,4.89437809963571e-24
"int34",-66.1977379949693,1.52694096580203e-24
"int34_1",-66.2233761758494,1.48829055731502e-24
"int13",-66.3550008377327,1.30473965459587e-24
"int14_3",-66.6513989349835,9.7006269575679e-25
"int13_4",-67.2355072766627,5.40909705808954e-25
"int124_3",-98.5940722231049,1.30098730164141e-38
"int123_4",-99.6962695211183,4.32110533453213e-39
"int234_1",-108.508841309989,6.43196324271859e-43
"int134_2",-110.939314958837,5.65981531178028e-44
"full",-200.745605374678,5.62893057065179e-83
