"model","log_marginal","post_prob"
"null",-11.1733799857374,0.995967587241637
"x1",-16.6884785367024,0.0040092979980386
"x3",-22.1175738666999,1.75890423102915e-05
"x4",-23.3812844370515,4.97072419012831e-06
"x2",-25.5736490011827,5.54993419347109e-07
"int12_3",-39.7049521993297,4.04707108447679e-13
"int12_4",-48.1331870471628,8.84718168487419e-17
"int23_1",-48.2854043680739,7.59797400682756e-17
"main",-49.3600042997601,2.59420912665667e-17
"int13_2",-49.9777631771959,1.39867145391517e-17
"int34_1",-50.9825917562898,5.12063952502843e-18
"int14_3",-51.524717573702,2.97770693993865e-18
"int14_2",-52.2148621008217,1.49333069938315e-18
"int12",-55.2197409725712,7.39867039851371e-20
"int24_1",-55.5801758857806,5.1596327009862e-20
"int13_4",-55.9197645178956,3.6739844813234e-20
"int14",-61.5558633572833,1.31042054113863e-22
"int34",-61.5579553168602,1.30768205973275e-22
"int34_2",-62.2450643136708,6.57800985586179e-23
"int23_4",-63.1553923091711,2.64693998611528e-23
"int24",-63.4529982184677,1.96560157061472e-23
"int23",-63.6319963934707,1.64345406835104e-23
"int24_3",-64.8387076571989,4.91687907823975e-24
"int13",-65.031528776329,4.05460339514657e-24
"int123_4",-99.0584997440548,6.76429676048449e-39
"int124_3",-99.8696775511184,3.00560986214707e-39
"int234_1",-103.982338535227,4.91843159613154e-41
"int134_2",-105.609009994064,9.66879154890528e-42
"full",-197.237460664295,1.55468241353376e-81
