"model","log_marginal","post_prob"
"null",-16.0806454258838,0.99998349675501
"x2",-27.1994640081212,1.48303457832152e-05
"x1",-29.9643425314428,9.340707903346e-07
"x3",-30.5136749944706,5.39271829124951e-07
"x4",-31.5077969150837,1.99556587827063e-07
"int123_4",-55.6173215363279,6.75200204432957e-18
"int12_3",-61.2982048433695,2.30280038040988e-20
"int12_4",-61.5091275483288,1.86489217060569e-20
"int23_1",-63.8013885542496,1.88424520908672e-21
"main",-63.8584729254116,1.77969668832342e-21
"int24_1",-64.2776444194263,1.17031325928464e-21
"int14_2",-64.2987348939344,1.14588925952153e-21
"int13_2",-64.4600751045917,9.75154626560817e-22
"int34_2",-70.6596867360653,1.97977740821698e-24
"int23_4",-71.9843255152589,5.26420813252446e-25
"int24_3",-72.0977245330355,4.69985526855898e-25
"int14_3",-75.2810748725945,1.94792843672875e-26
"int13_4",-75.5021758634676,1.56152901159535e-26
"int34_1",-75.5265224716633,1.5239701472966e-26
"int34",-76.3527306826223,6.67050621079097e-27
"int12",-76.4369170467552,6.13192902604964e-27
"int23",-79.1069236227429,4.2464693801068e-28
"int24",-79.256694444284,3.65580780350191e-28
"int14",-79.2836682572928,3.55851480796683e-28
"int13",-79.5925489901096,2.61290475707003e-28
"int134_2",-120.653998780808,3.84027669280018e-46
"int234_1",-122.401742705683,6.68847293695554e-47
"int124_3",-122.752682944508,4.70885768418009e-47
"full",-223.972781194608,5.17112977789772e-91
