"model","log_marginal","post_prob"
"null",-17.5607834936628,0.999356844556566
"int12_4",-25.0344577391954,0.000567472874556592
"x2",-27.1040523023172,7.16360462803689e-05
"x3",-30.0471255650694,3.77547092853437e-06
"x1",-33.360360379034,1.37420502905307e-07
"x4",-33.3883224635743,1.336311649761e-07
"int124_3",-52.6438514022982,5.79879546138601e-16
"int12_3",-61.5535173785531,7.83283577699301e-20
"int13_2",-63.7365252380248,8.82776480545481e-21
"int23_1",-64.0076184785722,6.73157138236081e-21
"main",-64.4826575582512,4.18610005457469e-21
"int14_2",-67.4666978347941,2.11766558404123e-22
"int24_1",-68.4481668221373,7.9361672771626e-23
"int23_4",-70.1145626352589,1.49935442916373e-23
"int34_2",-70.8182849213279,7.41791070835008e-24
"int24_3",-71.0687771527397,5.77423171055102e-24
"int14_3",-75.8344578784798,4.91796423091413e-26
"int12",-76.8264777771963,1.82371343618565e-26
"int34_1",-77.1915877881502,1.26587649162042e-26
"int13_4",-77.2040881278755,1.25015109658342e-26
"int14",-79.1579037520012,1.77186717224605e-27
"int13",-79.2017749608759,1.6958136942877e-27
"int23",-79.5208041105943,1.23260957981073e-27
"int34",-79.9333005416455,8.15982068203658e-28
"int24",-80.1819244056619,6.36362592872338e-28
"int123_4",-122.976887788759,1.65229729617667e-46
"int134_2",-123.716240979163,7.88844099541035e-47
"int234_1",-125.857054939456,9.27358147007407e-48
"full",-225.062788268056,7.63387305820789e-91
