"model","log_marginal","post_prob"
"null",-12.7535931802838,0.999765361049329
"x2",-21.1145610696812,0.000233763051542086
"x3",-27.0259002877608,6.3316057501665e-07
"x1",-28.6578858999687,1.23808801320251e-07
"x4",-28.6980913441457,1.18929752847383e-07
"int12_3",-55.4679241340773,2.81384294918535e-19
"int13_2",-57.4475665144016,3.88644111838652e-20
"int12_4",-58.7137478381985,1.09561136918426e-20
"int23_1",-59.5101839882752,4.94047499000745e-21
"main",-60.0502405082372,2.87889044694697e-21
"int23_4",-61.5766134132534,6.25647636983096e-22
"int34_2",-62.1488359467163,3.53034151580948e-22
"int24_3",-62.7931623150358,1.85348610070325e-22
"int24_1",-65.6705782356414,1.04314210904759e-23
"int14_2",-65.7716496040023,9.42863317351624e-24
"int12",-71.112679909176,4.51719408067825e-26
"int13",-73.1529227591989,5.87222298832057e-27
"int14_3",-74.0353996878981,2.42967216503346e-27
"int13_4",-74.047166948978,2.40124913689898e-27
"int34_1",-74.0947947527393,2.28956369199647e-27
"int34",-75.0484456862716,8.8224131411109e-28
"int23",-75.2257002894477,7.38935778685153e-28
"int24",-75.7871637866419,4.21469543315992e-28
"int14",-75.7873817296156,4.21377696999359e-28
"int123_4",-115.362550917958,2.7377510003784e-45
"int124_3",-115.753139427517,1.85252258735118e-45
"int134_2",-119.509117315247,4.33074927285605e-47
"int234_1",-121.335426399196,6.97279799567696e-48
"full",-220.374715453566,6.77938590043628e-91
