"model","log_marginal","post_prob"
"null",-9.55461043981126,0.999995669068733
"int12_3",-22.6248080548388,2.10709160839713e-06
"x4",-23.1797184042221,1.2097312924757e-06
"x1",-24.2138257486933,4.30112239673531e-07
"x3",-24.2675436619276,4.07617112442856e-07
"x2",-25.1118937728634,1.75208759246823e-07
"int13_2",-30.1226303973865,1.16794004111969e-09
"int34",-36.3461509709596,2.31515410611682e-12
"int12_4",-60.0065334738859,1.22745716120271e-22
"int24_1",-66.2025071254336,2.50108917822806e-25
"int14_2",-66.3984965254589,2.05594769740273e-25
"int24_3",-66.643684743275,1.60889674161376e-25
"main",-66.7185659900459,1.49282073896495e-25
"int23_1",-67.3768982570476,7.72854231410097e-26
"int23_4",-67.4380930341976,7.26977609452035e-26
"int14_3",-68.7520124911697,1.95385830482033e-26
"int34_2",-68.7529302193905,1.95206601645696e-26
"int34_1",-69.1319717987349,1.33622266678313e-26
"int13_4",-69.2407437098622,1.19850484430042e-26
"int12",-73.604853355946,1.5252149588637e-28
"int24",-80.7732725142426,1.17523893686128e-31
"int14",-81.1525008985375,8.04320942813554e-32
"int23",-81.4734369131906,5.83510448099223e-32
"int13",-82.3821674561462,2.35175446048362e-32
"int123_4",-116.82189730534,2.59661370309176e-47
"int124_3",-119.713020748427,1.44147922245795e-48
"int234_1",-126.183977966885,2.23104008971616e-51
"int134_2",-127.716543449789,4.81861958924767e-52
"full",-223.069684574522,1.86887226629268e-93
