"model","log_marginal","post_prob"
"null",-5.67047771015187,0.82665724015372
"x2",-7.24313249100646,0.171526087121092
"x3",-11.944529090747,0.00155790000974413
"x4",-13.7396816463747,0.000258770479725563
"int24",-25.7405953496265,1.58848870762912e-09
"x1",-26.8456133640404,5.26115268541717e-10
"int13_4",-28.3561077306865,1.1616666925316e-10
"int24_3",-31.5121263453097,4.94811823211276e-12
"int12_3",-45.7380076389912,3.28260269876348e-18
"int12_4",-49.5223842033531,7.4590662221205e-20
"int23_1",-54.8748592984933,3.53292212489811e-22
"main",-57.4436968934055,2.70708612019274e-23
"int13_2",-57.4529190357402,2.68223574962963e-23
"int14_2",-59.0277615172791,5.55330526165495e-24
"int24_1",-59.5337608081144,3.34810328629251e-24
"int12",-61.4101832692148,5.12718427482116e-25
"int14_3",-66.2499835319047,4.0549021537182e-27
"int34_1",-69.5520504920663,1.49248824517322e-28
"int23_4",-70.3899897224115,6.4565205166401e-29
"int23",-70.6112515730946,5.17494495452716e-29
"int14",-71.424732061396,2.29411744497851e-29
"int34_2",-71.8664101870396,1.47501784547169e-29
"int34",-72.6158229006415,6.97158406343014e-30
"int13",-73.1804635478363,3.96379468626308e-30
"int124_3",-101.774943492506,1.51246836015751e-42
"int123_4",-106.998572073705,8.14879195253325e-45
"int234_1",-114.931611309468,2.92292764692004e-48
"int134_2",-117.993033691851,1.36854542662646e-49
"full",-203.298865163176,1.22576533584433e-86
