"model","log_marginal","post_prob"
"null",2.60059556024949,0.990197931143649
"x3",-2.50126699528895,0.00602575207947188
"x4",-3.62025809403001,0.00196806573364345
"x2",-4.14676658558819,0.00116246495031207
"x1",-4.73590078722355,0.000644944189472522
"int12_3",-11.4582076081219,7.76356827064847e-07
"int12_4",-13.956919628608,6.38093813535548e-08
"int14_2",-19.0371303624658,3.96804917340241e-10
"int24_1",-19.0938803990219,3.74913274516688e-10
"main",-19.3204333663825,2.98909772581047e-10
"int12",-19.3880518271046,2.79366154517887e-10
"int13_2",-19.8532377351772,1.75447068796047e-10
"int34_2",-20.2208127579098,1.21481546717855e-10
"int23_1",-20.848896054685,6.48242055213688e-11
"int34_1",-22.7259878705054,9.92034064365031e-12
"int24_3",-22.9708770290993,7.76555634017252e-12
"int34",-23.9328274786449,2.9675825099435e-12
"int23_4",-24.4287470233298,1.80728931545661e-12
"int14_3",-24.671823278102,1.4172974474415e-12
"int14",-25.5932362945858,5.64022483286436e-13
"int13_4",-25.8039702608231,4.56852302075092e-13
"int24",-25.8281453474218,4.45940288981862e-13
"int13",-27.2684921408992,1.0561899884274e-13
"int23",-28.1044428993235,4.57818401835173e-14
"int124_3",-43.5949840770614,8.57505056798078e-21
"int123_4",-44.9484926027057,2.21521256388886e-21
"int134_2",-45.8013919086432,9.44073796714357e-22
"int234_1",-46.4020630090316,5.17771091965559e-22
"full",-92.295027436779,6.06843340324053e-42
