"model","log_marginal","post_prob"
"null",11.3472652009794,0.949913298985972
"x1",8.36234456557658,0.0480119568438816
"int12_4",4.23614190014501,0.000775108247933142
"x3",3.90223378657754,0.000555070193644742
"x4",3.84864700243847,0.000526108674360374
"x2",2.58013622213827,0.000147968145330636
"int12_3",1.82784310138865,6.97351082138222e-05
"int12",-2.70060188873908,7.52961565338627e-07
"int14_3",-10.6964270691709,2.5364718931683e-10
"int24_1",-11.1852118777819,1.55579907524973e-10
"int23_1",-11.2699667736993,1.42937086437972e-10
"int13_2",-11.4026033808075,1.25181911496598e-10
"main",-11.5431003958385,1.08773850007e-10
"int34_1",-12.8534050541755,2.93404261748442e-11
"int13_4",-13.1603589080103,2.15852982021525e-11
"int14",-15.9138057232817,1.37515386804399e-12
"int23_4",-18.230637256803,1.35570171124601e-13
"int24_3",-18.3115423175715,1.25033826611108e-13
"int24",-18.5405909193087,9.94381369734909e-14
"int34",-18.5714987614448,9.6411729517636e-14
"int23",-18.6187021485598,9.19665094073597e-14
"int13",-18.7724931317484,7.88567960586519e-14
"int34_2",-19.2148764424804,5.0665752470663e-14
"int124_3",-26.6229820937307,3.07195671006681e-17
"int123_4",-28.1723519494597,6.5242758139145e-18
"int134_2",-37.1165821259598,8.51338947227567e-22
"int234_1",-39.2232323957152,1.0356092350057e-22
"int14_2",-49.3889575344161,3.9836170482138e-27
"full",-79.0609192979321,5.17497577547366e-40
